CustomerID,Recency,Frequency,Monetary,AOV_Mean,Product_Diversity,Customer_Lifetime,R_Score,F_Score,M_Score,Simple_Segment,KMeans_Cluster,Hierarchical_Cluster,Best_Cluster
13772.0,34,3,1122.63,6.489190751445087,141,206,3,3,4,At Risk,1,1,1
13774.0,82,1,345.0,15.681818181818182,22,1,2,1,2,Lost Customers,0,0,0
13777.0,1,33,25977.16,131.86375634517768,36,373,5,5,5,Champions,1,1,1
13778.0,103,1,178.7,19.855555555555554,9,1,2,1,1,Lost Customers,0,0,0
13780.0,7,2,360.01,6.315964912280702,56,164,5,2,2,New Customers,0,0,0
13781.0,251,1,127.84,7.5200000000000005,17,1,1,1,1,Lost Customers,0,0,0
13782.0,13,6,908.86,8.043008849557522,96,316,5,5,4,Champions,1,1,1
13784.0,10,11,2462.79,79.44483870967741,9,323,5,5,5,Champions,1,1,1
13786.0,367,1,230.39999999999998,32.91428571428571,7,1,1,1,1,Lost Customers,0,0,0
13787.0,76,2,309.04,9.969032258064518,24,289,2,2,2,Lost Customers,0,0,0
13790.0,4,1,348.8,7.751111111111111,45,1,5,1,2,New Customers,0,0,0
13791.0,128,2,1516.0,137.8181818181818,7,41,2,2,4,Lost Customers,0,0,0
13792.0,66,2,195.55,15.042307692307693,13,222,3,2,1,Potential Loyalists,0,0,0
13798.0,1,57,37153.85,106.4580229226361,113,371,5,5,5,Champions,1,1,1
13799.0,117,2,688.86,17.663076923076922,32,178,2,2,3,Lost Customers,0,0,0
13800.0,310,1,558.32,16.91878787878788,33,1,1,1,3,Lost Customers,0,0,0
13801.0,67,1,324.8,14.121739130434783,23,1,3,1,2,Potential Loyalists,0,0,0
13802.0,139,3,4599.42,76.657,55,173,2,3,5,Lost Customers,1,0,1
13803.0,255,1,277.07,16.298235294117646,17,1,1,1,2,Lost Customers,0,0,0
13804.0,31,7,2588.39,19.173259259259257,124,260,4,5,5,Champions,1,1,1
13805.0,52,2,924.6,71.12307692307692,10,77,3,2,4,Potential Loyalists,0,0,0
13806.0,64,1,256.38,25.637999999999998,10,1,3,1,2,Potential Loyalists,0,0,0
13807.0,367,1,112.6,16.085714285714285,7,1,1,1,1,Lost Customers,0,0,0
13808.0,6,5,1747.66,22.995526315789476,70,92,5,4,4,Champions,1,0,1
13819.0,302,3,1140.35,31.676388888888887,26,19,1,3,4,Lost Customers,0,0,0
13821.0,145,2,385.64,6.536271186440678,51,117,2,2,2,Lost Customers,0,0,0
13822.0,6,2,632.0,6.583333333333333,90,35,5,2,3,New Customers,0,1,0
13823.0,19,2,957.66,23.941499999999998,39,73,4,2,4,New Customers,0,0,0
13824.0,33,5,1698.94,36.93347826086956,34,278,4,4,4,Champions,1,1,1
13826.0,176,1,189.5,18.95,10,1,2,1,1,Lost Customers,0,0,0
13827.0,58,3,409.8,4.4543478260869565,83,86,3,3,2,At Risk,0,0,0
13828.0,22,1,209.49,13.966000000000001,15,1,4,1,1,New Customers,0,0,0
13831.0,16,6,2198.45,30.534027777777776,58,354,4,5,5,Champions,1,1,1
13832.0,19,1,52.199999999999996,17.4,3,1,4,1,1,New Customers,0,0,0
13833.0,159,1,383.85,13.708928571428572,28,1,2,1,2,Lost Customers,0,0,0
13835.0,25,4,834.57,15.174000000000001,48,191,4,4,3,Potential Loyalists,0,0,0
13837.0,212,2,266.59000000000003,14.810555555555558,17,106,1,2,2,Lost Customers,0,0,0
13838.0,6,4,674.82,4.089818181818182,144,365,5,4,3,Potential Loyalists,1,1,1
13841.0,253,1,85.0,85.0,1,1,1,1,1,Lost Customers,0,0,0
13842.0,59,9,3385.62,16.43504854368932,155,309,3,5,5,Loyal Customers,1,1,1
13844.0,11,1,361.62,18.081,20,1,5,1,2,New Customers,0,0,0
13845.0,65,1,312.98,34.775555555555556,9,1,3,1,2,Potential Loyalists,0,0,0
13846.0,25,3,865.0600000000001,15.728363636363637,55,336,4,3,3,Potential Loyalists,1,0,1
13848.0,92,3,1255.0,251.0,3,274,2,3,4,Lost Customers,0,0,0
13849.0,52,2,1537.95,15.227227722772279,97,120,3,2,4,Potential Loyalists,0,0,0
13850.0,129,1,1595.48,17.155698924731183,93,1,2,1,4,Lost Customers,0,0,0
13851.0,96,3,2651.46,32.73407407407407,77,193,2,3,5,Lost Customers,1,1,1
13853.0,57,1,1090.14,47.39739130434783,23,1,3,1,4,Potential Loyalists,0,0,0
13854.0,9,25,8109.5199999999995,73.72290909090908,39,357,5,5,5,Champions,1,1,1
13856.0,169,3,388.5,27.75,10,35,2,3,2,Lost Customers,0,0,0
13858.0,57,1,216.17,19.651818181818182,11,1,3,1,1,Potential Loyalists,0,0,0
13859.0,326,1,201.16,7.184285714285714,27,1,1,1,1,Lost Customers,0,0,0
13860.0,1,5,1245.9,16.39342105263158,58,86,5,4,4,Champions,0,0,0
13862.0,18,8,2209.36,15.894676258992806,97,315,4,5,5,Champions,1,1,1
13863.0,248,1,305.78,15.288999999999998,20,1,1,1,2,Lost Customers,0,0,0
13865.0,58,4,501.56,16.718666666666667,26,232,3,4,3,At Risk,0,0,0
13866.0,74,1,145.67000000000002,20.810000000000002,7,1,2,1,1,Lost Customers,0,0,0
13867.0,31,3,1005.09,16.7515,51,187,4,3,4,Potential Loyalists,0,0,0
13868.0,7,2,3192.54,96.74363636363637,32,32,5,2,5,New Customers,0,0,0
13869.0,123,4,3083.65,10.143585526315789,234,234,2,4,5,Loyal Customers,1,1,1
13870.0,2,8,2770.94,24.095130434782607,91,286,5,5,5,Champions,1,1,1
13871.0,23,13,6403.25,19.057291666666668,155,287,4,5,5,Champions,1,1,1
13873.0,120,3,389.6,16.93913043478261,21,191,2,3,2,Lost Customers,0,0,0
13874.0,358,1,540.45,30.025000000000002,18,1,1,1,3,Lost Customers,0,0,0
13875.0,54,5,1786.79,17.180673076923078,79,248,3,4,4,Loyal Customers,1,1,1
13876.0,64,1,122.7,17.52857142857143,7,1,3,1,1,Potential Loyalists,0,0,0
13877.0,86,1,117.24,39.08,3,1,2,1,1,Lost Customers,0,0,0
13878.0,55,1,1271.57,36.330571428571425,35,1,3,1,4,Potential Loyalists,0,0,0
13880.0,21,13,3219.77,19.513757575757577,125,346,4,5,5,Champions,1,1,1
13881.0,3,20,17159.52,96.40179775280899,72,309,5,5,5,Champions,1,1,1
13882.0,3,5,1191.13,18.325076923076924,54,62,5,4,4,Champions,0,0,0
13883.0,11,5,2674.48,18.834366197183098,108,243,5,4,5,Champions,1,1,1
13884.0,7,5,787.6,13.349152542372881,45,277,5,4,3,Potential Loyalists,1,0,1
13885.0,189,2,506.8,18.1,28,12,1,2,3,Lost Customers,0,0,0
13886.0,71,1,243.56,15.2225,16,1,3,1,2,Potential Loyalists,0,0,0
13887.0,204,1,349.55,18.397368421052633,19,1,1,1,2,Lost Customers,0,0,0
13888.0,120,2,595.67,15.273589743589742,38,99,2,2,3,Lost Customers,0,0,0
13889.0,93,1,416.90000000000003,27.793333333333337,15,1,2,1,2,Lost Customers,0,0,0
13890.0,1,10,1883.8100000000002,17.125545454545456,74,358,5,5,4,Champions,1,1,1
13892.0,27,4,632.97,23.443333333333335,26,220,4,4,3,Potential Loyalists,0,0,0
13893.0,298,1,821.1,39.1,21,1,1,1,3,Lost Customers,0,0,0
13894.0,24,3,564.62,20.911851851851853,25,287,4,3,3,Potential Loyalists,0,0,0
13895.0,28,4,2593.07,21.975169491525424,97,137,4,4,5,Champions,1,1,1
13897.0,50,1,311.16,18.303529411764707,17,1,3,1,2,Potential Loyalists,0,0,0
13898.0,326,1,155.93,12.994166666666667,12,1,1,1,1,Lost Customers,0,0,0
13899.0,16,2,388.52,20.448421052631577,19,259,4,2,2,New Customers,0,0,0
13900.0,183,3,740.95,17.23139534883721,42,80,1,3,3,Lost Customers,0,0,0
13901.0,72,5,2867.2,19.242953020134227,144,247,2,4,5,Loyal Customers,1,1,1
13904.0,37,2,332.64,12.793846153846154,24,258,3,2,2,Potential Loyalists,0,0,0
13908.0,80,4,2369.55,19.42254098360656,104,197,2,4,5,Loyal Customers,1,1,1
13911.0,57,9,2580.91,17.43858108108108,120,252,3,5,5,Loyal Customers,1,1,1
13914.0,12,2,626.45,18.983333333333334,28,25,5,2,3,New Customers,0,0,0
13917.0,50,2,272.04,15.113333333333335,16,142,3,2,2,Potential Loyalists,0,0,0
13918.0,50,2,1212.8400000000001,40.428000000000004,30,204,3,2,4,Potential Loyalists,0,0,0
13922.0,352,1,172.25,24.607142857142858,7,1,1,1,1,Lost Customers,0,0,0
13923.0,54,1,351.13,17.5565,20,1,3,1,2,Potential Loyalists,0,0,0
13924.0,2,6,1838.8500000000001,15.716666666666669,90,71,5,5,4,Champions,1,1,1
13925.0,93,4,678.25,16.54268292682927,28,43,2,4,3,Lost Customers,0,0,0
13926.0,23,1,223.85000000000002,20.35,11,1,4,1,1,New Customers,0,0,0
13927.0,75,1,348.99,16.61857142857143,21,1,2,1,2,Lost Customers,0,0,0
13928.0,11,4,464.57,17.206296296296298,23,123,5,4,3,Potential Loyalists,0,0,0
13929.0,169,2,842.65,93.62777777777778,8,158,2,2,3,Lost Customers,0,0,0
13930.0,58,2,337.34,19.843529411764706,15,79,3,2,2,Potential Loyalists,0,0,0
13931.0,96,2,1237.53,21.336724137931036,56,186,2,2,4,Lost Customers,0,0,0
13932.0,295,1,307.4,19.2125,16,1,1,1,2,Lost Customers,0,0,0
13933.0,109,2,608.7900000000001,26.469130434782613,23,40,2,2,3,Lost Customers,0,0,0
13934.0,264,1,922.1,29.74516129032258,31,1,1,1,4,Lost Customers,0,0,0
13936.0,180,1,376.58,14.483846153846153,26,1,1,1,2,Lost Customers,0,0,0
13937.0,169,1,158.85,17.65,9,1,2,1,1,Lost Customers,0,0,0
13938.0,35,1,71.66,10.237142857142857,7,1,3,1,1,Potential Loyalists,0,0,0
13939.0,23,3,568.55,12.634444444444444,43,289,4,3,3,Potential Loyalists,0,0,0
13940.0,17,4,839.14,17.12530612244898,39,127,4,4,3,Potential Loyalists,0,0,0
13941.0,22,5,5112.96,113.62133333333334,24,351,4,4,5,Champions,1,1,1
13946.0,79,3,561.5699999999999,51.05181818181818,11,189,2,3,3,Lost Customers,0,0,0
13947.0,65,1,90.6,18.119999999999997,5,1,3,1,1,Potential Loyalists,0,0,0
13948.0,361,1,102.0,34.0,3,1,1,1,1,Lost Customers,0,0,0
13949.0,3,6,2427.32,15.170750000000002,124,92,5,5,5,Champions,1,1,1
13950.0,11,4,745.06,21.28742857142857,33,236,5,4,3,Potential Loyalists,0,0,0
13951.0,176,3,674.45,17.293589743589745,38,119,2,3,3,Lost Customers,0,0,0
13952.0,218,2,3251.071,23.730445255474454,120,21,1,2,5,Lost Customers,0,1,0
13953.0,7,7,3515.68,175.784,8,346,5,5,5,Champions,1,1,1
13954.0,1,2,439.92,17.5968,24,70,5,2,2,New Customers,0,0,0
13955.0,154,2,322.96,9.786666666666665,33,152,2,2,2,Lost Customers,0,0,0
13956.0,5,5,1019.27,6.933809523809524,123,267,5,4,4,Champions,1,1,1
13959.0,79,3,594.04,6.600444444444444,79,284,2,3,3,Lost Customers,0,1,0
13960.0,21,2,230.22,19.185,11,51,4,2,1,New Customers,0,0,0
13962.0,22,2,169.55,15.413636363636364,11,224,4,2,1,New Customers,0,0,0
13963.0,308,4,664.54,18.986857142857144,35,60,1,4,3,Lost Customers,0,0,0
13967.0,146,1,80.7,40.35,2,1,2,1,1,Lost Customers,0,0,0
13969.0,7,18,9024.17,14.578626817447496,334,358,5,5,5,Champions,1,1,1
13971.0,19,8,2758.26,18.511812080536913,118,267,4,5,5,Champions,1,1,1
13972.0,71,2,190.25,12.683333333333334,15,132,3,2,1,Potential Loyalists,0,0,0
13973.0,287,1,264.7,24.063636363636363,11,1,1,1,2,Lost Customers,0,0,0
13974.0,49,1,413.59000000000003,14.77107142857143,28,1,3,1,2,Potential Loyalists,0,0,0
13975.0,31,6,2461.2400000000002,7.480972644376901,240,246,4,5,5,Champions,1,1,1
13976.0,207,1,357.98,35.798,10,1,1,1,2,Lost Customers,0,0,0
13978.0,15,2,196.79000000000002,13.119333333333335,14,31,4,2,1,New Customers,0,0,0
13979.0,73,1,869.87,16.108703703703704,54,1,2,1,3,Lost Customers,0,0,0
13980.0,60,1,200.14,18.19454545454545,11,1,3,1,1,Potential Loyalists,0,0,0
13982.0,39,4,1871.81,16.863153153153153,72,327,3,4,4,Loyal Customers,1,1,1
13983.0,30,12,2603.43,24.3311214953271,91,338,4,5,5,Champions,1,1,1
13984.0,27,5,920.51,57.531875,14,340,4,4,4,Champions,1,0,1
13985.0,4,15,7060.13,20.229598853868197,108,261,5,5,5,Champions,1,1,1
13986.0,17,1,320.46,24.650769230769228,12,1,4,1,2,New Customers,0,0,0
13988.0,20,6,4147.96,17.726324786324785,188,235,4,5,5,Champions,1,1,1
13989.0,66,2,1266.08,30.88,33,174,3,2,4,Potential Loyalists,0,0,0
13990.0,213,1,311.3,19.45625,16,1,1,1,2,Lost Customers,0,0,0
13991.0,12,6,852.88,10.400975609756097,58,132,5,5,3,Potential Loyalists,0,0,0
13992.0,30,1,76.8,15.36,5,1,4,1,1,New Customers,0,0,0
13993.0,43,9,3466.36,28.647603305785125,66,288,3,5,5,Loyal Customers,1,1,1
13994.0,4,6,2274.14,15.36581081081081,122,145,5,5,5,Champions,1,1,1
13995.0,15,5,1393.69,16.205697674418605,55,231,4,4,4,Champions,1,0,1
13999.0,10,12,3901.81,18.758701923076924,102,352,5,5,5,Champions,1,1,1
14000.0,211,1,635.66,42.37733333333333,15,1,1,1,3,Lost Customers,0,0,0
14001.0,46,3,2043.0800000000002,52.38666666666667,34,328,3,3,5,At Risk,1,0,1
14002.0,134,2,529.73,11.270851063829788,47,23,2,2,3,Lost Customers,0,0,0
14004.0,43,7,4582.64,26.799064327485382,102,246,3,5,5,Loyal Customers,1,1,1
14005.0,10,5,2874.72,34.22285714285714,53,207,5,4,5,Champions,1,1,1
14006.0,116,3,962.19,32.073,22,197,2,3,4,Lost Customers,0,0,0
14009.0,198,2,695.61,16.562142857142856,42,8,1,2,3,Lost Customers,0,0,0
14012.0,278,1,328.8,29.89090909090909,11,1,1,1,2,Lost Customers,0,0,0
14013.0,110,3,473.02,13.91235294117647,30,166,2,3,3,Lost Customers,0,0,0
14014.0,77,1,505.18,12.953333333333333,39,1,2,1,3,Lost Customers,0,0,0
14015.0,53,1,917.34,45.867000000000004,20,1,3,1,4,Potential Loyalists,0,0,0
14019.0,47,3,1421.61,21.539545454545454,37,92,3,3,4,At Risk,0,0,0
14020.0,17,2,642.8,16.48205128205128,37,72,4,2,3,New Customers,0,0,0
14021.0,155,3,631.9,28.722727272727273,22,102,2,3,3,Lost Customers,0,0,0
14022.0,225,1,440.0,15.714285714285714,28,1,1,1,2,Lost Customers,0,0,0
14023.0,7,2,584.07,18.840967741935486,30,243,5,2,3,New Customers,0,0,0
14024.0,122,2,327.7,20.48125,16,3,2,2,2,Lost Customers,0,0,0
14027.0,61,1,104.82,17.47,6,1,3,1,1,Potential Loyalists,0,0,0
14029.0,63,2,467.66,31.177333333333333,15,81,3,2,3,Potential Loyalists,0,0,0
14030.0,18,8,2358.84,9.747272727272728,210,349,4,5,5,Champions,1,1,1
14031.0,7,19,17286.86,69.14744,119,366,5,5,5,Champions,1,1,1
14032.0,2,11,2975.59,20.80832167832168,53,365,5,5,5,Champions,1,1,1
14034.0,22,3,648.89,7.545232558139535,82,136,4,3,3,Potential Loyalists,0,0,0
14035.0,29,5,1428.02,21.636666666666667,41,269,4,4,4,Champions,1,0,1
14036.0,285,1,626.65,16.49078947368421,38,1,1,1,3,Lost Customers,0,0,0
14037.0,176,2,147.20000000000002,5.257142857142858,27,189,2,2,1,Lost Customers,0,0,0
14038.0,78,3,1560.38,16.960652173913044,64,129,2,3,4,Lost Customers,0,0,0
14039.0,33,1,152.2,25.366666666666664,6,1,4,1,1,New Customers,0,0,0
14040.0,41,12,3560.32,15.547248908296943,146,291,3,5,5,Loyal Customers,1,1,1
14041.0,266,1,141.41,6.733809523809524,21,1,1,1,1,Lost Customers,0,0,0
14044.0,27,4,646.42,3.1379611650485435,165,284,4,4,3,Potential Loyalists,1,1,1
14045.0,109,4,1659.75,276.625,4,265,2,4,4,Loyal Customers,0,0,0
14046.0,284,1,154.99,11.070714285714287,14,1,1,1,1,Lost Customers,0,0,0
14047.0,9,5,1308.6100000000001,40.894062500000004,22,365,5,4,4,Champions,1,0,1
14048.0,305,1,409.93,4.822705882352941,83,1,1,1,2,Lost Customers,0,0,0
14049.0,17,4,5578.72,11.670962343096235,348,302,4,4,5,Champions,1,1,1
14050.0,32,2,746.36,13.821481481481483,49,75,4,2,3,New Customers,0,0,0
14051.0,1,23,15610.390000000001,74.33519047619048,52,366,5,5,5,Champions,1,1,1
14052.0,20,1,225.36,4.024285714285715,56,1,4,1,1,New Customers,0,0,0
14053.0,124,2,260.25,65.0625,2,36,2,2,2,Lost Customers,0,0,0
14054.0,65,1,92.46,15.409999999999998,6,1,3,1,1,Potential Loyalists,0,0,0
14055.0,106,1,725.6400000000001,72.56400000000001,10,1,2,1,3,Lost Customers,0,0,0
14056.0,1,23,8152.71,7.493299632352941,320,283,5,5,5,Champions,1,1,1
14057.0,24,17,6211.66,21.949328621908126,179,337,4,5,5,Champions,1,1,1
14059.0,267,1,183.6,22.95,8,1,1,1,1,Lost Customers,0,0,0
14060.0,5,19,6140.42,30.39811881188119,86,369,5,5,5,Champions,1,1,1
14062.0,10,12,10464.85,94.27792792792793,60,355,5,5,5,Champions,1,1,1
14064.0,29,5,1334.34,17.329090909090908,59,246,4,4,4,Champions,1,0,1
14066.0,267,1,152.55,21.792857142857144,7,1,1,1,1,Lost Customers,0,0,0
14067.0,64,2,374.7,7.2057692307692305,51,33,3,2,2,Potential Loyalists,0,0,0
14068.0,320,1,265.85,11.077083333333334,22,1,1,1,2,Lost Customers,0,0,0
14071.0,4,8,1437.57,4.450681114551084,271,262,5,5,4,Champions,1,1,1
14073.0,32,1,151.04,11.618461538461538,13,1,4,1,1,New Customers,0,0,0
14075.0,5,3,942.26,21.913023255813954,33,257,5,3,4,Potential Loyalists,0,0,0
14076.0,129,1,118.67,2.6970454545454547,43,1,2,1,1,Lost Customers,0,0,0
14077.0,41,5,499.41999999999996,11.89095238095238,33,234,3,4,3,At Risk,0,0,0
14078.0,102,6,1049.37,16.144153846153845,46,272,2,5,4,Loyal Customers,1,0,1
14079.0,125,1,375.1,31.258333333333336,12,1,2,1,2,Lost Customers,0,0,0
14080.0,33,1,45.599999999999994,11.399999999999999,4,1,4,1,1,New Customers,0,0,0
14081.0,302,2,921.62,6.1441333333333334,126,68,1,2,4,Lost Customers,0,1,0
14082.0,365,1,182.25,6.2844827586206895,28,1,1,1,1,Lost Customers,0,0,0
14083.0,4,9,1002.9,5.6661016949152545,162,368,5,5,4,Champions,1,1,1
14085.0,2,18,4421.29,9.868950892857143,272,367,5,5,5,Champions,1,1,1
14087.0,3,1,191.47,2.8157352941176472,61,1,5,1,1,New Customers,0,0,0
14088.0,10,13,50491.81,85.7246349745331,379,313,5,5,5,Champions,1,1,1
14089.0,57,1,158.75,12.211538461538462,13,1,3,1,1,Potential Loyalists,0,0,0
14090.0,325,1,76.32000000000001,76.32000000000001,1,1,1,1,1,Lost Customers,0,0,0
14092.0,8,14,4076.91,19.050981308411213,117,351,5,5,5,Champions,1,1,1
14093.0,12,1,433.86,4.3386000000000005,95,1,5,1,2,New Customers,0,1,0
14096.0,4,17,65164.79,12.749909998043435,1119,98,5,5,5,Champions,1,1,1
14098.0,37,1,147.35,7.016666666666667,21,1,3,1,1,Potential Loyalists,0,0,0
14099.0,16,11,3104.17,12.41668,167,339,4,5,5,Champions,1,1,1
14100.0,138,1,191.95000000000002,7.678000000000001,24,1,2,1,1,Lost Customers,0,0,0
14101.0,74,6,5976.79,170.76542857142857,15,253,2,5,5,Loyal Customers,1,1,1
14102.0,5,5,1105.8799999999999,19.066896551724135,35,40,5,4,4,Champions,0,0,0
14104.0,154,2,216.20999999999998,10.295714285714284,21,12,2,2,1,Lost Customers,0,0,0
14105.0,239,1,1266.23,17.111216216216217,74,1,1,1,4,Lost Customers,0,0,0
14107.0,52,7,2703.23,21.977479674796747,61,313,3,5,5,Loyal Customers,1,1,1
14108.0,31,2,597.91,17.585588235294118,33,71,4,2,3,New Customers,0,0,0
14109.0,73,1,144.2,16.022222222222222,9,1,2,1,1,Lost Customers,0,0,0
14110.0,4,12,5683.15,36.66548387096774,94,264,5,5,5,Champions,1,1,1
14111.0,14,4,692.85,69.285,10,228,4,4,3,Potential Loyalists,0,0,0
14112.0,23,7,2915.15,18.2196875,117,254,4,5,5,Champions,1,1,1
14113.0,4,4,1840.42,54.13,26,352,5,4,4,Champions,1,0,1
14114.0,274,2,386.53,25.768666666666665,15,57,1,2,2,Lost Customers,0,0,0
14116.0,20,5,1382.74,19.204722222222223,61,102,4,4,4,Champions,0,0,0
14117.0,144,1,90.0,30.0,3,1,2,1,1,Lost Customers,0,0,0
14121.0,4,4,2780.15,17.485220125786164,148,57,5,4,5,Champions,1,1,1
14124.0,84,1,419.58000000000004,83.91600000000001,4,1,2,1,2,Lost Customers,0,0,0
14125.0,11,3,2720.63,16.38933734939759,159,68,5,3,5,Potential Loyalists,1,1,1
14126.0,8,3,706.1300000000001,47.07533333333334,14,3,5,3,3,Potential Loyalists,0,0,0
14127.0,123,3,709.71,16.129772727272726,39,188,2,3,3,Lost Customers,0,0,0
14128.0,61,2,637.5,13.858695652173912,40,196,3,2,3,Potential Loyalists,0,0,0
14129.0,2,5,1123.8600000000001,21.61269230769231,31,260,5,4,4,Champions,1,0,1
14130.0,319,1,480.91,7.286515151515152,66,1,1,1,3,Lost Customers,0,0,0
14132.0,2,11,3586.0299999999997,17.930149999999998,100,182,5,5,5,Champions,1,1,1
14133.0,130,3,605.64,21.63,25,187,2,3,3,Lost Customers,0,0,0
14135.0,2,15,4690.31,35.00231343283583,95,372,5,5,5,Champions,1,1,1
14138.0,2,2,965.8800000000001,20.99739130434783,40,63,5,2,4,New Customers,0,0,0
14139.0,46,1,415.82,15.993076923076924,26,1,3,1,2,Potential Loyalists,0,0,0
14140.0,4,2,935.05,14.167424242424241,60,28,5,2,4,New Customers,0,0,0
14141.0,3,4,915.13,22.87825,27,103,5,4,4,Champions,0,0,0
14142.0,373,1,311.81,14.173181818181819,22,1,1,1,2,Lost Customers,0,0,0
14143.0,134,1,115.8,16.54285714285714,7,1,2,1,1,Lost Customers,0,0,0
14145.0,47,4,3742.2,340.2,6,171,3,4,5,Loyal Customers,1,0,1
14146.0,9,5,4191.0,19.957142857142856,183,349,5,4,5,Champions,1,1,1
14147.0,78,2,483.4,96.67999999999999,4,208,2,2,3,Lost Customers,0,0,0
14148.0,234,1,157.2,52.4,3,1,1,1,1,Lost Customers,0,0,0
14149.0,221,1,446.62,15.950714285714286,28,1,1,1,2,Lost Customers,0,0,0
14150.0,36,2,658.64,25.33230769230769,23,325,3,2,3,Potential Loyalists,0,0,0
14152.0,75,2,621.29,12.67938775510204,47,159,2,2,3,Lost Customers,0,0,0
14154.0,239,2,1345.62,25.87730769230769,52,1,1,2,4,Lost Customers,0,0,0
14155.0,266,1,118.75,19.791666666666668,6,1,1,1,1,Lost Customers,0,0,0
14157.0,20,2,424.89000000000004,9.236739130434783,45,266,4,2,2,New Customers,0,0,0
14158.0,40,1,507.66,12.381951219512196,41,1,3,1,3,Potential Loyalists,0,0,0
14159.0,20,11,4630.35,3.9407234042553196,501,344,4,5,5,Champions,1,1,1
14161.0,216,3,1097.6200000000001,10.554038461538463,87,154,1,3,4,Lost Customers,0,1,0
14162.0,174,2,289.36,11.5744,25,119,2,2,2,Lost Customers,0,0,0
14163.0,87,4,2445.91,47.036730769230765,36,152,2,4,5,Loyal Customers,1,0,1
14164.0,71,2,1631.77,56.26793103448276,28,11,3,2,4,Potential Loyalists,0,0,0
14165.0,276,1,120.44,5.0183333333333335,23,1,1,1,1,Lost Customers,0,0,0
14167.0,39,4,562.59,11.251800000000001,27,292,3,4,3,At Risk,0,0,0
14171.0,98,1,363.79,6.272241379310345,57,1,2,1,2,Lost Customers,0,0,0
14173.0,11,4,450.84,15.546206896551723,28,209,5,4,2,Potential Loyalists,0,0,0
14174.0,33,1,134.46,5.171538461538462,26,1,4,1,1,New Customers,0,0,0
14175.0,60,3,3222.3,21.626174496644296,139,270,3,3,5,At Risk,1,1,1
14176.0,297,4,576.9000000000001,18.609677419354842,28,71,1,4,3,Lost Customers,0,0,0
14177.0,86,4,549.46,13.401463414634147,37,94,2,4,3,Lost Customers,0,0,0
14178.0,9,7,1600.26,5.032264150943396,191,174,5,5,4,Champions,1,1,1
14179.0,41,2,701.57,4.46859872611465,135,12,3,2,3,Potential Loyalists,0,1,0
14180.0,11,25,4748.52,19.785500000000003,112,362,5,5,5,Champions,1,1,1
14184.0,67,1,452.89,18.870416666666667,24,1,3,1,2,Potential Loyalists,0,0,0
14185.0,331,1,197.65,65.88333333333334,3,1,1,1,1,Lost Customers,0,0,0
14188.0,31,6,2054.36,31.605538461538462,34,280,4,5,5,Champions,1,1,1
14189.0,2,15,4654.08,17.56256603773585,176,367,5,5,5,Champions,1,1,1
14191.0,2,13,4684.76,18.08787644787645,145,219,5,5,5,Champions,1,1,1
14193.0,68,2,853.39,20.318809523809524,35,202,3,2,3,Potential Loyalists,0,0,0
14194.0,5,21,11349.52,19.601934369602763,269,304,5,5,5,Champions,1,1,1
14195.0,202,2,1012.0,144.57142857142858,7,51,1,2,4,Lost Customers,0,0,0
14196.0,107,1,335.52,55.919999999999995,6,1,2,1,2,Lost Customers,0,0,0
14198.0,18,4,701.4,17.984615384615385,35,222,4,4,3,Potential Loyalists,0,0,0
14199.0,218,1,185.39999999999998,92.69999999999999,2,1,1,1,1,Lost Customers,0,0,0
14201.0,60,7,747.44,20.20108108108108,32,300,3,5,3,At Risk,1,1,1
14204.0,2,1,150.61,3.861794871794872,36,1,5,1,1,New Customers,0,0,0
14205.0,17,2,466.7,19.445833333333333,23,248,4,2,3,New Customers,0,0,0
14206.0,239,1,328.15999999999997,16.407999999999998,20,1,1,1,2,Lost Customers,0,0,0
14208.0,95,1,151.74,15.174000000000001,10,1,2,1,1,Lost Customers,0,0,0
14209.0,11,6,2073.43,23.83252873563218,55,322,5,5,5,Champions,1,1,1
14210.0,106,6,1905.8400000000001,18.684705882352944,66,266,2,5,4,Loyal Customers,1,1,1
14211.0,53,9,2241.1,20.009821428571428,87,242,3,5,5,Loyal Customers,1,1,1
14212.0,90,1,1070.48,118.94222222222223,9,1,2,1,4,Lost Customers,0,0,0
14214.0,31,5,1004.38,14.990746268656716,64,247,4,4,4,Champions,1,0,1
14215.0,12,6,1789.72,16.57148148148148,98,357,5,5,4,Champions,1,1,1
14216.0,3,4,1839.3,31.17457627118644,47,35,5,4,4,Champions,0,0,0
14217.0,2,17,2004.98,20.0498,78,365,5,5,5,Champions,1,1,1
14218.0,43,1,169.48000000000002,14.123333333333335,12,1,3,1,1,Potential Loyalists,0,0,0
14219.0,4,1,89.94,12.848571428571429,7,1,5,1,1,New Customers,0,0,0
14220.0,247,2,632.4,30.114285714285714,21,111,1,2,3,Lost Customers,0,0,0
14221.0,42,9,3432.8,17.78652849740933,123,297,3,5,5,Loyal Customers,1,1,1
14222.0,177,1,683.17,16.662682926829266,41,1,2,1,3,Lost Customers,0,0,0
14223.0,92,3,991.13,16.518833333333333,50,172,2,3,4,Lost Customers,0,0,0
14224.0,110,4,1009.73,8.93566371681416,105,210,2,4,4,Loyal Customers,1,1,1
14226.0,29,5,2214.79,33.55742424242424,64,241,4,4,5,Champions,1,1,1
14227.0,26,10,3350.96,19.148342857142858,117,259,4,5,5,Champions,1,1,1
